"85b3b966-4ea4-4be7-bf08-53c3168163f9",O10082025-001,,2025-08-10 00:00:00.000,09:00:00,,DONE,Cash,0.00,0.00,0.00,,300000.00,false,,,2025-08-10 09:04:58.619,2025-08-10 10:42:25.069,1
"83c3e2a8-9e9a-4fc0-9e88-38e8eeddf60d",O10082025-002,"3f63cee9-3e17-4aea-8fab-aca71c0b5604",2025-08-10 00:00:00.000,10:44:00,,DONE,Cash,0.00,0.00,20.00,,240000.00,false,,,2025-08-10 10:44:16.210,2025-08-10 13:28:00.746,2
"4d12e9e8-e8e5-4b2a-9093-d3fe3f361135",O10082025-003,"8dd44650-b1ef-4a02-acc3-3de084af73da",2025-08-10 00:00:00.000,06:48:00,,DONE,Cash,0.00,0.00,10.00,,270000.00,false,,,2025-08-10 13:53:55.685,2025-08-10 15:01:32.497,4
"7a25b24e-7753-481d-baaf-83f926ebc088",O10082025-004,"9180767d-1687-452f-a38c-95c2118d9e6e",2025-08-10 00:00:00.000,14:00:00,,DONE,Cash,0.00,0.00,10.00,,270000.00,false,,,2025-08-10 14:05:47.185,2025-08-10 15:27:37.456,2
"935a4c2e-81d9-4ace-a668-61d1db67aa3d",O10082025-005,,2025-08-10 00:00:00.000,15:00:00,,DONE,Transfer,0.00,0.00,10.00,,270000.00,false,,,2025-08-10 15:23:16.556,2025-08-10 16:27:03.400,2
"85b8b561-3c63-4f76-a05f-f6e56914357d",O09082025-001,,2025-08-09 00:00:00.000,08:33:00,,DONE,Transfer,0.00,0.00,10.00,,135000.00,false,,,2025-08-09 08:38:52.693,2025-08-09 09:31:03.808,2
c869e2d8-7422-4e86-86fe-d1ea0c813ec2,O09082025-002,,2025-08-09 00:00:00.000,08:35:00,,DONE,Cash,0.00,0.00,10.00,,135000.00,false,,,2025-08-09 08:40:01.945,2025-08-09 10:27:11.035,4
a64b2369-f24c-478e-bffe-83176e104588,O09082025-003,"7af82c30-3ad9-49c3-863d-209999be7101",2025-08-09 00:00:00.000,09:50:00,,DONE,Cash,0.00,0.00,10.00,,135000.00,false,,,2025-08-09 10:34:30.756,2025-08-09 10:54:29.847,3
"20c54f05-498c-4474-8133-8acb3f4a8fd4",O09082025-004,b0d8091b-1d2f-4a37-accc-788c7f787709,2025-08-09 00:00:00.000,10:30:00,,DONE,Transfer,0.00,0.00,10.00,,270000.00,false,,,2025-08-09 10:53:54.662,2025-08-09 11:38:09.654,2
"9d4c69a4-f803-417e-bae8-2d2052b14e06",O09082025-005,a56887c2-bc9d-46aa-b5db-348dae4c77a3,2025-08-09 00:00:00.000,15:35:00,,DONE,Cash,0.00,0.00,20.00,,240000.00,false,,,2025-08-09 15:50:54.200,2025-08-09 17:44:56.978,3
